artifact,artifact_path,content_sha256,sanity_eval_scope,wf_eval_scope
panel-ltr.alpha158_fund.json,panel-ltr.alpha158_fund.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.pre-v1-restamp-20260715T212457Z.json,panel-ltr.alpha158_fund.pre-v1-restamp-20260715T212457Z.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.previous.json,panel-ltr.alpha158_fund.previous.json,7a232110d2cb1e5cbe42c7335f92fd5ab80cf5fdf98412948f533e579cb48bca,,
panel-ltr.alpha158_fund.weekly_rollback_2026-07-06.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-06.json,7a232110d2cb1e5cbe42c7335f92fd5ab80cf5fdf98412948f533e579cb48bca,,
panel-ltr.alpha158_fund.weekly_rollback_2026-07-16.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-16.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-17.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-17.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-18.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-18.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-19.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-19.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-21.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-21.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-23.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-23.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-25.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-25.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-26.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-26.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-29.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-29.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
panel-ltr.alpha158_fund.weekly_rollback_2026-07-30.json,panel-ltr.alpha158_fund.weekly_rollback_2026-07-30.json,04d7a381cd6df84721dd938ce74a297cbf3eda9d5bc3385515bc155014dd5b08,walkforward_manifest,walkforward_manifest
